state_code,date_month,seasonal_period,theft_rate_percent,christmas_theft_multiplier,vandalism_incidents,traffic_congestion_index,weather_disruption_index,risk_zone_score
NV,2022-05-01,Normal,1.03,1.0,13,31.8,59.6,46.7
NV,2022-06-01,Normal,1.09,1.0,64,55.1,42.9,50.1
NV,2022-07-01,Normal,0.52,1.0,46,50.3,36.9,44.1
NV,2022-08-01,Normal,1.02,1.0,31,40.8,47.1,45.0
NV,2022-09-01,Normal,0.84,1.0,53,37.7,42.1,40.7
NV,2022-10-01,Normal,0.92,1.0,26,33.1,31.6,33.3
NV,2022-11-01,Normal,0.6,1.0,23,58.2,55.8,57.6
NV,2022-12-01,Pre_Christmas,1.78,1.52,43,38.6,30.5,37.3
NV,2023-01-01,Post_Christmas,0.52,1.0,72,50.7,57.0,54.4
NV,2023-02-01,Normal,1.1,1.0,49,51.3,53.8,53.6
NV,2023-03-01,Normal,1.26,1.0,71,34.8,32.3,34.8
NV,2023-04-01,Normal,0.78,1.0,76,54.4,51.7,53.8
NV,2023-05-01,Normal,1.29,1.0,63,45.3,53.1,50.5
NV,2023-06-01,Normal,1.13,1.0,19,55.5,48.1,52.9
NV,2023-07-01,Normal,1.43,1.0,26,32.6,47.3,41.4
NV,2023-08-01,Normal,1.48,1.0,25,31.3,31.5,32.9
NV,2023-09-01,Normal,0.54,1.0,20,49.1,31.8,41.0
NV,2023-10-01,Normal,0.94,1.0,22,34.5,51.8,44.1
NV,2023-11-01,Normal,1.05,1.0,32,45.7,33.2,40.5
NV,2023-12-01,Pre_Christmas,0.82,1.9,61,35.8,37.3,38.1
NV,2024-01-01,Post_Christmas,1.49,1.0,37,57.0,45.0,52.5
NV,2024-02-01,Normal,0.52,1.0,20,55.2,34.9,45.6
NV,2024-03-01,Normal,0.95,1.0,79,58.8,53.7,57.2
NV,2024-04-01,Normal,1.34,1.0,51,57.1,54.2,57.0
NV,2024-05-01,Normal,0.82,1.0,26,43.3,55.3,50.1
NV,2024-06-01,Normal,0.98,1.0,66,42.0,31.5,37.7
NV,2024-07-01,Normal,1.48,1.0,68,56.9,42.8,51.3
NV,2024-08-01,Normal,0.97,1.0,77,57.8,55.4,57.6
NV,2024-09-01,Normal,0.63,1.0,21,59.2,40.9,50.7
NV,2024-10-01,Normal,0.55,1.0,54,53.0,50.9,52.5
NV,2024-11-01,Normal,1.45,1.0,78,36.1,47.7,43.4
NV,2024-12-01,Pre_Christmas,1.0,1.64,87,69.7,40.4,56.7
NV,2025-01-01,Post_Christmas,0.59,1.0,25,50.0,38.3,44.7
NV,2025-02-01,Normal,0.92,1.0,44,55.7,49.6,53.6
NV,2025-03-01,Normal,1.43,1.0,49,46.8,34.0,41.8
NV,2025-04-01,Normal,1.0,1.0,63,58.3,55.8,58.0
NV,2025-05-01,Normal,1.47,1.0,18,32.8,47.3,41.5
NV,2025-06-01,Normal,0.76,1.0,47,55.9,33.3,45.4
NV,2025-07-01,Normal,1.0,1.0,67,31.7,51.1,42.4
NV,2025-08-01,Normal,1.36,1.0,48,40.2,42.9,42.9
NV,2025-09-01,Normal,0.95,1.0,29,34.1,36.1,36.0
NH,2020-01-01,Post_Christmas,0.78,1.0,13,44.4,88.8,67.4
NH,2020-02-01,Normal,1.36,1.0,48,37.0,81.6,60.7
NH,2020-03-01,Normal,0.89,1.0,59,58.6,47.8,54.1
NH,2020-04-01,Normal,1.03,1.0,48,46.8,55.5,52.2
NH,2020-05-01,Normal,1.48,1.0,78,56.9,46.3,53.1
NH,2020-06-01,Normal,0.69,1.0,52,38.3,43.2,41.4
NH,2020-07-01,Normal,0.8,1.0,45,30.8,35.7,34.0
NH,2020-08-01,Normal,0.53,1.0,13,53.3,34.6,44.5
NH,2020-09-01,Normal,0.89,1.0,49,51.1,43.0,47.9
NH,2020-10-01,Normal,0.7,1.0,21,46.4,43.7,45.8
NH,2020-11-01,Normal,1.18,1.0,60,54.5,52.0,54.4
NH,2020-12-01,Pre_Christmas,0.91,1.84,27,64.0,73.3,70.3
NH,2021-01-01,Post_Christmas,0.76,1.0,40,59.0,77.8,69.2
NH,2021-02-01,Normal,0.86,1.0,20,51.6,85.0,69.2
NH,2021-03-01,Normal,0.85,1.0,24,50.3,59.8,55.9
NH,2021-04-01,Normal,1.22,1.0,74,40.8,39.7,41.5
NH,2021-05-01,Normal,0.97,1.0,29,30.1,57.1,44.6
NH,2021-06-01,Normal,0.86,1.0,45,37.2,54.2,46.6
NH,2021-07-01,Normal,1.35,1.0,78,52.9,32.0,43.8
NH,2021-08-01,Normal,1.07,1.0,53,51.3,40.0,46.7
NH,2021-09-01,Normal,0.71,1.0,12,39.9,36.6,39.0
NH,2021-10-01,Normal,1.4,1.0,35,48.8,49.9,50.8
NH,2021-11-01,Normal,0.84,1.0,37,35.9,46.7,42.1
NH,2021-12-01,Pre_Christmas,0.7,1.82,39,45.3,74.8,61.3
NH,2022-01-01,Post_Christmas,0.62,1.0,36,42.4,82.9,63.3
NH,2022-02-01,Normal,0.74,1.0,30,37.3,70.0,54.4
NH,2022-03-01,Normal,1.25,1.0,38,44.6,41.5,44.3
NH,2022-04-01,Normal,0.63,1.0,34,41.6,56.0,49.4
NH,2022-05-01,Normal,1.31,1.0,26,51.9,59.2,56.9
NH,2022-06-01,Normal,1.44,1.0,41,58.9,53.3,57.5
NH,2022-07-01,Normal,1.11,1.0,75,47.8,36.5,43.3
NH,2022-08-01,Normal,1.21,1.0,45,47.7,33.4,41.8
NH,2022-09-01,Normal,1.21,1.0,51,40.9,36.3,39.8
NH,2022-10-01,Normal,1.49,1.0,78,46.9,42.7,46.3
NH,2022-11-01,Normal,0.84,1.0,52,39.6,37.1,39.2
NH,2022-12-01,Pre_Christmas,0.86,1.83,33,35.6,87.0,62.9
NH,2023-01-01,Post_Christmas,1.03,1.0,43,42.9,80.1,62.5
NH,2023-02-01,Normal,0.68,1.0,20,44.8,72.5,59.3
NH,2023-03-01,Normal,1.11,1.0,17,32.5,38.2,36.5
NH,2023-04-01,Normal,0.51,1.0,34,55.1,41.4,48.8
NH,2023-05-01,Normal,1.43,1.0,73,35.1,44.3,41.1
NH,2023-06-01,Normal,0.76,1.0,60,42.3,51.4,47.6
NH,2023-07-01,Normal,0.54,1.0,68,55.2,32.7,44.5
NH,2023-08-01,Normal,0.61,1.0,22,43.7,55.5,50.2
NH,2023-09-01,Normal,0.74,1.0,38,57.9,33.8,46.6
NH,2023-10-01,Normal,0.77,1.0,50,36.3,37.9,37.9
NH,2023-11-01,Normal,0.53,1.0,40,51.5,59.8,56.2
NH,2023-12-01,Pre_Christmas,0.97,1.8,47,68.5,65.7,68.8
NH,2024-01-01,Post_Christmas,0.88,1.0,70,50.8,63.0,57.8
NH,2024-02-01,Normal,0.89,1.0,75,41.8,79.2,61.4
NH,2024-03-01,Normal,0.84,1.0,15,52.5,41.8,48.0
NH,2024-04-01,Normal,0.83,1.0,38,57.3,32.8,45.9
NH,2024-05-01,Normal,0.59,1.0,46,51.1,30.1,41.2
NH,2024-06-01,Normal,0.53,1.0,64,58.1,32.4,45.8
NH,2024-07-01,Normal,0.7,1.0,79,47.7,45.7,47.4
NH,2024-08-01,Normal,1.26,1.0,39,47.3,36.9,43.4
NH,2024-09-01,Normal,1.49,1.0,62,39.1,53.3,47.7
NH,2024-10-01,Normal,1.43,1.0,75,51.3,55.7,54.9
NH,2024-11-01,Normal,1.0,1.0,68,56.5,34.3,46.4
NH,2024-12-01,Pre_Christmas,1.3,1.98,39,55.5,70.1,65.4
NH,2025-01-01,Post_Christmas,1.27,1.0,11,46.3,64.4,56.6
NH,2025-02-01,Normal,1.26,1.0,63,52.7,68.6,61.9
NH,2025-03-01,Normal,1.34,1.0,68,58.2,37.2,49.0
NH,2025-04-01,Normal,1.4,1.0,34,34.7,53.6,45.5
NH,2025-05-01,Normal,0.93,1.0,41,33.8,40.4,38.0
NH,2025-06-01,Normal,1.27,1.0,35,42.4,44.9,44.9
NH,2025-07-01,Normal,1.31,1.0,18,33.8,50.2,43.3
NH,2025-08-01,Normal,0.81,1.0,79,59.4,54.7,57.9
NH,2025-09-01,Normal,1.43,1.0,11,42.7,39.0,42.3
NJ,2020-01-01,Post_Christmas,0.59,1.0,48,76.0,36.3,56.7
NJ,2020-02-01,Normal,1.49,1.0,11,66.8,59.4,64.6
NJ,2020-03-01,Normal,1.27,1.0,58,73.5,39.6,57.8
NJ,2020-04-01,Normal,0.59,1.0,73,89.5,50.1,70.4
NJ,2020-05-01,Normal,1.16,1.0,55,74.7,50.3,63.7
NJ,2020-06-01,Normal,0.53,1.0,52,60.3,45.4,53.4
NJ,2020-07-01,Normal,1.27,1.0,67,67.3,36.9,53.4
NJ,2020-08-01,Normal,1.3,1.0,78,89.4,34.2,63.1
NJ,2020-09-01,Normal,1.1,1.0,70,89.7,44.6,68.2
NJ,2020-10-01,Normal,1.36,1.0,26,66.3,45.3,57.2
NJ,2020-11-01,Normal,0.6,1.0,49,78.5,53.2,66.5
NJ,2020-12-01,Pre_Christmas,1.0,1.75,80,72.1,51.3,63.4
NJ,2021-01-01,Post_Christmas,0.54,1.0,30,63.8,57.4,61.1
NJ,2021-02-01,Normal,0.95,1.0,71,84.6,59.1,72.8
NJ,2021-03-01,Normal,0.77,1.0,53,88.2,51.8,70.8
NJ,2021-04-01,Normal,0.89,1.0,62,65.2,32.3,49.6
NJ,2021-05-01,Normal,0.93,1.0,67,73.9,42.2,59.0
NJ,2021-06-01,Normal,1.38,1.0,25,63.1,48.3,57.1
NJ,2021-07-01,Normal,0.77,1.0,41,70.2,47.7,59.7
NJ,2021-08-01,Normal,1.39,1.0,70,62.0,35.4,50.1
NJ,2021-09-01,Normal,0.93,1.0,21,67.9,47.5,58.6
NJ,2021-10-01,Normal,0.83,1.0,67,89.7,40.5,65.9
NJ,2021-11-01,Normal,1.0,1.0,30,61.3,40.2,51.8
NJ,2021-12-01,Pre_Christmas,1.15,1.87,72,95.0,55.0,77.2
NJ,2022-01-01,Post_Christmas,1.0,1.0,45,75.9,42.7,60.3
NJ,2022-02-01,Normal,0.65,1.0,34,73.6,45.8,60.3
NJ,2022-03-01,Normal,0.85,1.0,22,87.9,46.9,68.2
NJ,2022-04-01,Normal,1.07,1.0,39,66.0,46.9,57.5
NJ,2022-05-01,Normal,0.91,1.0,52,65.4,36.4,51.8
NJ,2022-06-01,Normal,1.32,1.0,62,82.5,48.0,66.6
NJ,2022-07-01,Normal,0.76,1.0,62,81.8,40.0,61.7
NJ,2022-08-01,Normal,1.47,1.0,33,81.0,49.7,66.8
NJ,2022-09-01,Normal,1.28,1.0,75,60.8,34.4,48.9
NJ,2022-10-01,Normal,1.47,1.0,15,67.8,59.8,65.3
NJ,2022-11-01,Normal,1.34,1.0,18,85.2,53.2,70.5
NJ,2022-12-01,Pre_Christmas,0.84,1.85,15,90.5,42.5,68.1
NJ,2023-01-01,Post_Christmas,0.67,1.0,74,68.9,39.0,54.6
NJ,2023-02-01,Normal,1.32,1.0,66,67.8,41.6,56.0
NJ,2023-03-01,Normal,1.08,1.0,63,88.4,51.6,71.1
NJ,2023-04-01,Normal,0.76,1.0,76,81.8,49.7,66.5
NJ,2023-05-01,Normal,1.43,1.0,13,63.8,51.1,58.9
NJ,2023-06-01,Normal,0.62,1.0,38,88.1,56.7,73.0
NJ,2023-07-01,Normal,1.06,1.0,45,77.5,43.7,61.7
NJ,2023-08-01,Normal,1.22,1.0,58,70.0,50.1,61.3
NJ,2023-09-01,Normal,0.56,1.0,53,71.9,43.2,58.1
NJ,2023-10-01,Normal,1.1,1.0,49,81.8,49.1,66.5
NJ,2023-11-01,Normal,1.32,1.0,31,71.3,44.2,59.1
NJ,2023-12-01,Pre_Christmas,0.74,1.62,23,90.6,53.3,73.1
NJ,2024-01-01,Post_Christmas,0.76,1.0,40,65.9,30.2,48.8
NJ,2024-02-01,Normal,1.16,1.0,65,88.3,36.5,63.6
NJ,2024-03-01,Normal,0.62,1.0,48,70.7,38.9,55.4
NJ,2024-04-01,Normal,1.44,1.0,50,72.6,58.4,66.9
NJ,2024-05-01,Normal,1.39,1.0,12,81.0,45.2,64.5
NJ,2024-06-01,Normal,0.69,1.0,55,78.3,40.9,60.3
NJ,2024-07-01,Normal,0.82,1.0,40,73.2,42.1,58.5
NJ,2024-08-01,Normal,1.09,1.0,18,79.5,43.6,62.6
NJ,2024-09-01,Normal,1.22,1.0,24,87.1,56.0,72.8
NJ,2024-10-01,Normal,0.94,1.0,64,84.0,58.9,72.4
NJ,2024-11-01,Normal,0.66,1.0,74,84.7,55.3,70.7
NJ,2024-12-01,Pre_Christmas,0.85,1.64,58,77.4,55.2,67.7
NJ,2025-01-01,Post_Christmas,0.96,1.0,78,76.6,36.0,57.3
NJ,2025-02-01,Normal,1.37,1.0,75,61.3,38.1,51.1
NJ,2025-03-01,Normal,0.98,1.0,22,83.1,47.9,66.5
NJ,2025-04-01,Normal,1.42,1.0,56,69.7,49.7,61.1
NJ,2025-05-01,Normal,0.59,1.0,25,68.5,36.1,52.9
NJ,2025-06-01,Normal,0.61,1.0,33,67.8,52.4,60.7
NJ,2025-07-01,Normal,1.43,1.0,43,68.5,36.0,53.7
NJ,2025-08-01,Normal,1.45,1.0,35,70.1,37.9,55.5
NJ,2025-09-01,Normal,0.81,1.0,71,78.1,39.2,59.5
NM,2020-01-01,Post_Christmas,0.86,1.0,78,47.5,26.9,38.1
NM,2020-02-01,Normal,0.95,1.0,45,37.7,24.6,32.1
NM,2020-03-01,Normal,0.92,1.0,46,36.2,20.6,29.3
NM,2020-04-01,Normal,0.69,1.0,13,54.8,26.4,41.3
NM,2020-05-01,Normal,1.4,1.0,26,32.8,26.3,30.9
NM,2020-06-01,Normal,0.75,1.0,12,45.4,17.8,32.4
NM,2020-07-01,Normal,1.21,1.0,69,45.6,25.6,36.8
NM,2020-08-01,Normal,0.57,1.0,25,47.2,14.1,31.2
NM,2020-09-01,Normal,0.54,1.0,33,56.6,20.1,38.9
NM,2020-10-01,Normal,1.15,1.0,68,48.7,12.4,31.7
NM,2020-11-01,Normal,0.84,1.0,59,59.2,18.5,39.7
NM,2020-12-01,Pre_Christmas,1.41,1.71,72,63.0,20.4,44.1
NM,2021-01-01,Post_Christmas,1.45,1.0,49,37.2,11.6,25.9
NM,2021-02-01,Normal,1.25,1.0,32,40.3,19.3,31.0
NM,2021-03-01,Normal,1.38,1.0,62,41.7,23.0,33.7
NM,2021-04-01,Normal,0.64,1.0,75,46.6,22.3,35.1
NM,2021-05-01,Normal,0.82,1.0,28,37.0,11.1,24.9
NM,2021-06-01,Normal,0.87,1.0,33,36.7,11.9,25.2
NM,2021-07-01,Normal,1.04,1.0,32,41.4,17.0,30.2
NM,2021-08-01,Normal,0.8,1.0,68,50.2,26.9,39.4
NM,2021-09-01,Normal,0.56,1.0,15,50.6,27.4,39.6
NM,2021-10-01,Normal,0.87,1.0,72,59.3,16.2,38.6
NM,2021-11-01,Normal,0.75,1.0,64,36.1,24.4,31.0
NM,2021-12-01,Pre_Christmas,1.1,1.64,63,50.0,21.5,37.6
NM,2022-01-01,Post_Christmas,0.76,1.0,63,50.7,29.7,41.0
NM,2022-02-01,Normal,1.13,1.0,29,47.8,11.9,31.0
NM,2022-03-01,Normal,0.89,1.0,13,46.2,21.0,34.5
NM,2022-04-01,Normal,0.85,1.0,56,32.3,21.9,27.9
NM,2022-05-01,Normal,1.03,1.0,20,56.8,16.2,37.5
NM,2022-06-01,Normal,1.27,1.0,16,48.8,10.9,31.1
NM,2022-07-01,Normal,0.88,1.0,78,47.2,11.0,30.0
NM,2022-08-01,Normal,1.09,1.0,43,46.2,19.1,33.7
NM,2022-09-01,Normal,1.47,1.0,55,41.8,23.8,34.3
NM,2022-10-01,Normal,1.02,1.0,25,37.6,24.0,31.8
NM,2022-11-01,Normal,1.41,1.0,17,52.7,13.6,34.6
NM,2022-12-01,Pre_Christmas,1.57,1.68,16,50.0,27.2,41.2
NM,2023-01-01,Post_Christmas,0.93,1.0,39,42.0,17.5,30.7
NM,2023-02-01,Normal,1.2,1.0,32,57.9,29.3,44.8
NM,2023-03-01,Normal,1.49,1.0,46,41.2,12.4,28.3
NM,2023-04-01,Normal,0.96,1.0,51,42.4,26.7,35.5
NM,2023-05-01,Normal,0.59,1.0,31,48.7,28.2,39.0
NM,2023-06-01,Normal,1.06,1.0,41,54.1,26.5,41.4
NM,2023-07-01,Normal,0.63,1.0,15,50.1,26.2,38.8
NM,2023-08-01,Normal,1.25,1.0,31,55.5,17.2,37.6
NM,2023-09-01,Normal,1.01,1.0,78,33.4,24.3,29.9
NM,2023-10-01,Normal,1.22,1.0,79,57.7,21.6,40.9
NM,2023-11-01,Normal,1.37,1.0,44,57.1,18.5,39.2
NM,2023-12-01,Pre_Christmas,1.49,1.7,92,53.0,29.9,44.0
NM,2024-01-01,Post_Christmas,1.25,1.0,70,36.4,15.8,27.4
NM,2024-02-01,Normal,1.34,1.0,39,43.4,18.3,32.2
NM,2024-03-01,Normal,1.37,1.0,52,36.1,28.1,33.5
NM,2024-04-01,Normal,0.54,1.0,55,30.7,15.8,23.8
NM,2024-05-01,Normal,1.06,1.0,31,59.4,13.1,37.3
NM,2024-06-01,Normal,0.72,1.0,61,37.8,16.2,27.7
NM,2024-07-01,Normal,1.36,1.0,45,47.8,25.2,37.9
NM,2024-08-01,Normal,1.15,1.0,35,39.0,27.2,34.2
NM,2024-09-01,Normal,0.92,1.0,30,41.1,12.3,27.6
NM,2024-10-01,Normal,0.69,1.0,62,41.9,22.4,32.8
NM,2024-11-01,Normal,0.84,1.0,27,40.1,21.3,31.5
NM,2024-12-01,Pre_Christmas,1.49,1.8,23,58.8,23.4,43.8
NM,2025-01-01,Post_Christmas,0.59,1.0,54,42.9,23.4,33.7
NM,2025-02-01,Normal,1.39,1.0,60,59.2,29.2,45.6
NM,2025-03-01,Normal,1.26,1.0,68,50.0,16.9,34.7
NM,2025-04-01,Normal,0.7,1.0,53,48.2,16.0,32.8
NM,2025-05-01,Normal,0.79,1.0,59,37.1,21.6,30.1
NM,2025-06-01,Normal,1.47,1.0,68,31.9,18.6,26.7
NM,2025-07-01,Normal,1.21,1.0,76,55.6,19.5,38.8
NM,2025-08-01,Normal,1.11,1.0,13,47.2,11.4,30.4
NM,2025-09-01,Normal,0.81,1.0,62,42.4,13.0,28.5
NY,2020-01-01,Post_Christmas,1.6,1.0,76,84.4,88.1,87.8
NY,2020-02-01,Normal,1.08,1.0,183,69.3,62.0,66.7
NY,2020-03-01,Normal,2.46,1.0,57,83.5,37.7,63.1
NY,2020-04-01,Normal,1.09,1.0,87,69.8,42.6,57.3
NY,2020-05-01,Normal,1.01,1.0,78,87.6,20.4,55.0
NY,2020-06-01,Normal,2.46,1.0,140,68.0,26.7,49.8
NY,2020-07-01,Normal,2.9,1.0,50,64.1,31.3,50.6
NY,2020-08-01,Normal,2.51,1.0,52,80.9,35.2,60.6
NY,2020-09-01,Normal,1.94,1.0,125,64.9,30.2,49.5
NY,2020-10-01,Normal,1.97,1.0,195,88.5,39.5,66.0
NY,2020-11-01,Normal,1.87,1.0,129,79.7,26.8,55.1
NY,2020-12-01,Pre_Christmas,2.24,2.22,152,75.0,60.8,72.9
NY,2021-01-01,Post_Christmas,1.86,1.0,148,87.7,60.0,75.7
NY,2021-02-01,Normal,2.2,1.0,138,78.2,70.4,76.5
NY,2021-03-01,Normal,2.8,1.0,50,86.8,30.8,61.6
NY,2021-04-01,Normal,2.99,1.0,86,63.3,48.5,58.9
NY,2021-05-01,Normal,1.16,1.0,151,87.8,21.3,55.7
NY,2021-06-01,Normal,1.77,1.0,101,75.6,35.9,57.5
NY,2021-07-01,Normal,1.36,1.0,58,80.1,37.3,60.1
NY,2021-08-01,Normal,1.7,1.0,68,71.2,41.0,57.8
NY,2021-09-01,Normal,1.57,1.0,179,61.8,39.2,52.1
NY,2021-10-01,Normal,1.35,1.0,99,88.7,20.2,55.8
NY,2021-11-01,Normal,2.53,1.0,53,89.8,39.0,66.9
NY,2021-12-01,Pre_Christmas,2.94,2.8,200,84.7,69.7,85.4
NY,2022-01-01,Post_Christmas,1.07,1.0,129,65.0,83.2,75.2
NY,2022-02-01,Normal,1.13,1.0,97,64.6,65.7,66.3
NY,2022-03-01,Normal,1.81,1.0,135,62.2,41.5,53.7
NY,2022-04-01,Normal,1.16,1.0,161,71.7,38.8,56.4
NY,2022-05-01,Normal,1.53,1.0,141,61.6,39.6,52.1
NY,2022-06-01,Normal,2.97,1.0,81,71.8,25.3,51.5
NY,2022-07-01,Normal,1.42,1.0,152,64.2,40.1,53.6
NY,2022-08-01,Normal,1.4,1.0,161,81.9,42.1,63.4
NY,2022-09-01,Normal,2.15,1.0,68,85.0,34.7,62.0
NY,2022-10-01,Normal,2.0,1.0,74,80.6,30.2,57.4
NY,2022-11-01,Normal,2.16,1.0,151,66.0,25.0,47.7
NY,2022-12-01,Pre_Christmas,2.54,2.44,99,93.4,68.7,87.2
NY,2023-01-01,Post_Christmas,1.28,1.0,182,82.8,82.9,84.1
NY,2023-02-01,Normal,1.86,1.0,150,77.0,72.3,76.5
NY,2023-03-01,Normal,2.38,1.0,116,71.0,41.1,58.4
NY,2023-04-01,Normal,2.74,1.0,90,62.5,42.2,55.1
NY,2023-05-01,Normal,1.74,1.0,101,84.8,40.2,64.2
NY,2023-06-01,Normal,2.14,1.0,162,88.2,40.2,66.3
NY,2023-07-01,Normal,1.14,1.0,162,80.0,38.3,60.3
NY,2023-08-01,Normal,1.34,1.0,81,88.9,35.6,63.6
NY,2023-09-01,Normal,1.14,1.0,131,88.0,25.9,58.1
NY,2023-10-01,Normal,2.46,1.0,198,65.8,45.3,58.0
NY,2023-11-01,Normal,1.58,1.0,88,81.9,48.9,67.0
NY,2023-12-01,Pre_Christmas,2.99,2.71,192,81.0,74.0,85.6
NY,2024-01-01,Post_Christmas,2.73,1.0,75,64.7,88.0,79.1
NY,2024-02-01,Normal,2.67,1.0,94,89.2,89.9,90.0
NY,2024-03-01,Normal,1.18,1.0,118,81.8,34.6,59.4
NY,2024-04-01,Normal,1.05,1.0,105,68.0,41.7,55.9
NY,2024-05-01,Normal,1.11,1.0,75,71.1,39.3,56.3
NY,2024-06-01,Normal,2.71,1.0,146,72.7,27.1,52.6
NY,2024-07-01,Normal,1.47,1.0,52,82.4,21.4,53.4
NY,2024-08-01,Normal,2.1,1.0,197,87.8,33.6,62.8
NY,2024-09-01,Normal,1.85,1.0,57,69.6,43.6,58.5
NY,2024-10-01,Normal,2.59,1.0,100,74.2,29.8,54.6
NY,2024-11-01,Normal,1.98,1.0,189,77.8,43.5,62.6
NY,2024-12-01,Pre_Christmas,3.0,2.08,89,82.6,79.6,87.3
NY,2025-01-01,Post_Christmas,1.3,1.0,60,63.2,80.9,73.3
NY,2025-02-01,Normal,2.66,1.0,184,65.0,68.6,69.5
NY,2025-03-01,Normal,1.1,1.0,117,72.0,34.1,54.2
NY,2025-04-01,Normal,1.96,1.0,180,87.4,25.5,58.4
NY,2025-05-01,Normal,2.77,1.0,86,70.5,27.4,51.7
NY,2025-06-01,Normal,2.33,1.0,71,67.5,22.7,47.4
NY,2025-07-01,Normal,2.37,1.0,194,82.3,23.8,55.4
NY,2025-08-01,Normal,1.53,1.0,164,88.5,26.3,58.9
NY,2025-09-01,Normal,1.84,1.0,186,73.8,37.4,57.4
NC,2020-01-01,Post_Christmas,0.87,1.0,32,30.3,43.2,37.6
NC,2020-02-01,Normal,1.02,1.0,38,50.6,38.0,45.3
NC,2020-03-01,Normal,0.96,1.0,50,42.5,55.8,50.1
NC,2020-04-01,Normal,0.83,1.0,41,50.2,45.8,48.8
NC,2020-05-01,Normal,0.81,1.0,26,38.3,57.7,48.8
NC,2020-06-01,Normal,0.75,1.0,36,30.1,49.0,40.3
NC,2020-07-01,Normal,0.87,1.0,52,40.3,30.5,36.3
NC,2020-08-01,Normal,0.65,1.0,12,51.1,57.4,54.9
NC,2020-09-01,Normal,1.37,1.0,33,41.8,55.7,50.1
NC,2020-10-01,Normal,1.1,1.0,30,36.6,49.1,44.0
NC,2020-11-01,Normal,0.63,1.0,14,43.9,46.0,45.6
NC,2020-12-01,Pre_Christmas,1.64,1.73,22,58.5,43.6,53.9
NC,2021-01-01,Post_Christmas,0.74,1.0,34,50.8,44.5,48.4
NC,2021-02-01,Normal,0.65,1.0,49,50.0,53.1,52.2
NC,2021-03-01,Normal,0.51,1.0,71,41.1,45.4,43.8
NC,2021-04-01,Normal,0.55,1.0,16,59.1,35.3,47.8
NC,2021-05-01,Normal,1.26,1.0,40,56.8,31.7,45.5
NC,2021-06-01,Normal,1.49,1.0,17,39.5,33.8,38.1
NC,2021-07-01,Normal,0.54,1.0,40,30.9,37.5,34.7
NC,2021-08-01,Normal,1.25,1.0,43,39.2,41.0,41.4
NC,2021-09-01,Normal,0.57,1.0,65,36.1,56.8,47.0
NC,2021-10-01,Normal,1.09,1.0,40,46.4,37.2,42.9
NC,2021-11-01,Normal,1.26,1.0,75,57.6,39.6,49.9
NC,2021-12-01,Pre_Christmas,1.03,1.51,22,63.4,36.7,51.6
NC,2022-01-01,Post_Christmas,1.1,1.0,34,42.9,46.4,45.8
NC,2022-02-01,Normal,1.49,1.0,23,31.1,48.5,41.3
NC,2022-03-01,Normal,0.76,1.0,16,46.3,46.0,46.9
NC,2022-04-01,Normal,0.69,1.0,26,31.9,58.6,45.9
NC,2022-05-01,Normal,0.62,1.0,78,58.2,59.9,59.7
NC,2022-06-01,Normal,1.06,1.0,66,56.0,55.1,56.6
NC,2022-07-01,Normal,1.1,1.0,11,36.4,54.2,46.4
NC,2022-08-01,Normal,1.29,1.0,74,51.0,41.0,47.3
NC,2022-09-01,Normal,1.25,1.0,24,47.0,47.4,48.5
NC,2022-10-01,Normal,1.39,1.0,38,54.0,40.5,48.6
NC,2022-11-01,Normal,1.31,1.0,32,44.3,53.5,50.2
NC,2022-12-01,Pre_Christmas,0.98,1.84,53,41.6,35.2,40.2
NC,2023-01-01,Post_Christmas,0.8,1.0,51,32.4,36.5,35.2
NC,2023-02-01,Normal,0.83,1.0,53,47.5,31.2,40.2
NC,2023-03-01,Normal,1.43,1.0,60,36.4,48.3,43.8
NC,2023-04-01,Normal,1.18,1.0,22,50.5,50.7,51.8
NC,2023-05-01,Normal,1.47,1.0,37,54.8,30.1,43.9
NC,2023-06-01,Normal,0.92,1.0,17,33.3,45.3,40.2
NC,2023-07-01,Normal,1.04,1.0,59,42.0,41.3,42.7
NC,2023-08-01,Normal,0.99,1.0,40,52.0,53.8,53.9
NC,2023-09-01,Normal,0.61,1.0,54,34.9,31.2,33.7
NC,2023-10-01,Normal,0.74,1.0,49,47.0,31.5,40.0
NC,2023-11-01,Normal,1.03,1.0,29,50.2,48.6,50.4
NC,2023-12-01,Pre_Christmas,0.79,1.67,24,48.1,47.7,49.2
NC,2024-01-01,Post_Christmas,0.62,1.0,17,45.3,54.9,50.7
NC,2024-02-01,Normal,0.7,1.0,31,48.8,47.8,49.0
NC,2024-03-01,Normal,1.27,1.0,73,34.2,58.5,47.6
NC,2024-04-01,Normal,0.6,1.0,28,30.7,39.4,35.6
NC,2024-05-01,Normal,1.4,1.0,79,31.5,41.9,38.1
NC,2024-06-01,Normal,1.23,1.0,42,57.1,59.3,59.4
NC,2024-07-01,Normal,0.57,1.0,70,56.5,33.2,45.4
NC,2024-08-01,Normal,1.19,1.0,55,54.2,53.9,55.2
NC,2024-09-01,Normal,1.13,1.0,13,36.0,30.3,34.3
NC,2024-10-01,Normal,1.26,1.0,45,45.8,44.6,46.5
NC,2024-11-01,Normal,1.33,1.0,39,53.9,34.6,45.6
NC,2024-12-01,Pre_Christmas,1.6,1.97,29,55.8,48.0,55.1
